Reporting range=["Quarterly"],Select year=["2024"],Select quarter=["1"]
"ASIN title",ASIN,Category,"Impressions: Impressions","Impressions: Rating (Median)","Impressions: Price (Median)","Impressions: Same-Day Shipping Speed","Impressions: 1D-Shipping Speed","Impressions: 2D-Shipping Speed","Clicks: Clicks","Clicks: Click Rate (CTR)","Clicks: Price (Median)","Clicks: Same-Day Shipping Speed","Clicks: 1D-Shipping Speed","Clicks: 2D-Shipping Speed","Basket Adds: Basket Adds","Basket Adds: Price (Median)","Basket Adds: Same-Day Shipping Speed","Basket Adds: 1D-Shipping Speed","Basket Adds: 2D-Shipping Speed","Purchases: Purchases","Purchases: Search Traffic Sales","Purchases: Conversion Rate %","Purchases: Rating (Median)","Purchases: Price (Median)","Purchases: Same-Day Shipping Speed","Purchases: 1D-Shipping Speed","Purchases: 2D-Shipping Speed","Reporting Date"
"Sister Gifts From Sister, Brother - Birthday Gifts For Sister - Mothers Day Gifts For Sister, Soul Sister, Big Sister, Little Sister, Sister In Law, Sibling, Bestie, BFF, Women - 12 Oz Tumbler","B07W5KH9PJ","Home","35",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"Mothers Day Gifts for Mum - Mum Gifts from Daughter, Son, Kids, Husband - Funny Gifts for Mum, Her, Women, Wife - Best Birthday Presents for Mum, Mother, New Mum, Pregnant Mum - 12 Oz Tumbler","B07Y7ZQ265","Kitchen","1322848",,"14.98","191736","987035","97207","9701","0.73","14.98","1362","7261","738","2324","14.98","347","1732","163","475","7611.48","4.9",,"14.98","79","351","28","2024-03-31"
"30th Birthday Gifts for Women - 1991 30th Birthday Decorations For Her - Mothers Day Gifts - Talk Thirty To Me Dirty 30 Gifts for Her, Best Friend, Wife, Daughter, Girlfriend - 12 oz Wine Tumbler","B085DT7SXL","Home","44",,"66.56","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Dad Gifts from Daughter, Son, Kids, Wife - Birthday Gift for Dad, Husband, Men - Best Present Idea for Father, Husband, Bonus Dad from Daughter, Son, Wife - 20 Oz Tumbler","B088GX79HT","Kitchen","20367",,"18.99","72","6700","4322","140","0.69","18.99","0","40","31","25","18.99","0","11","3","1","18.99","0.71",,"18.99","0","1","0","2024-03-31"
"40th Birthday Gifts For Women - 1982 40th Birthday Decorations For Women - Gifts For Women Turning 40 - 40 Year Old Birthday Gifts For Mom, Wife, Sisters - Wine Tumbler","B089QFK8NV","Home","175",,"36.97","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"50th Birthday Gifts For Women - 1971 50th Birthday Decorations For Women - Gifts For Women Turning 50 - Mothers Day Gifts 50 Year Old Gifts For Women, Mom, Wife - 12 oz Wine Tumbler","B089QFYLFB","Home","26",,"69.18","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"Aprons For Men With Pockets - Christmas Gifts - Gifts For Men, Dad - Birthday Gifts for Men, Dad, Husband, Boyfriend, Him - Grill Cooking BBQ Kitchen Chef Apron","B08CDFWN1Q","Apparel","37",,"56.79","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NewEleven 21st Birthday Gifts For Women - 2002 21st Birthday Decorations For Women - Gifts For Women Turning 21 - 21 Year Old Birthday Gifts For Her, Daughter, Sisters, Friends - 12 oz Wine Tumbler","B08R8NVFHH","Kitchen","50",,"34.71","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"Gifts For Grandma - Grandma Birthday Gifts - Mothers Day Gifts For Grandma, Grandmother, First Time Grandma, Nana, Gigi, Mimi, Grammy From Grandchildren, Granddaughter, Grandson - 12 Oz Wine Tumbler","B08R8P65YM","Kitchen","133",,"39.76","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NewEleven Birthday Gifts for Auntie - Auntie Birthday Gifts - Aunt Gifts for Auntie from Niece, Nephew - Best Auntie Gifts for Auntie, Special Auntie, Auntie Mug, Aunty Gift - 12 Oz Wine Tumbler","B08R8P896F","Kitchen","43801",,"14.98","314","22141","15320","389","0.89","14.98","5","198","143","117","14.98","2","64","41","26","389.48","6.68",,"14.98","0","13","12","2024-03-31"
"NewEleven 60th Birthday Gifts for Women - 1964 60th Birthday Decorations for Women - Birthday Gifts for 60 Year Old Woman - 60 Years Old Gifts Ideas for Women Turning 60-12 oz Wine Tumbler","B08R8PXYL6","Kitchen","40138",,"9.98","4432","26881","6499","558","1.39","7.98","68","377","85","183","7.98","25","121","24","27","261.4","4.84",,"7.98","3","20","2","2024-03-31"
"40th Birthday Gifts For Men, Women - 1983 40th Birthday Decorations For Men, Women - Gifts for Women Turning 40 - 40 Year Old Gifts For Men, Him, Her, Husband, Wife - 20 Oz Tumbler","B08R8R2LQF","Kitchen","118712",,"19.98","11814","69337","12932","918","0.77","19.98","76","465","105","257","19.98","24","175","32","53","1058.94","5.77",,"19.98","4","38","7","2024-03-31"
"NEWELEVEN Bridal Shower Gifts - Wedding Gifts for Bride - Bride to Be, Bachelorette Gifts, Engagement Gifts for Women - Bride Gifts for Bride to Be, Fiancee, Wifey, Her - 12 Oz Tumbler","B08R8R7T36","Kitchen","213142",,"18.98","28959","143502","22897","1554","0.73","18.98","174","1046","200","446","18.98","47","291","54","62","1176.76","3.99",,"18.98","5","41","10","2024-03-31"
"Retirement Gifts For Women 2021 - Retired Gifts For Women - Retirement Party Decorations - Fun Retirement Gifts For Women, Retired People, Colleagues, Friends - 12 Oz Wine Tumbler","B08R8SSBWV","Kitchen","44",,"30.89","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NewEleven 50th Birthday Gifts for Men, Women - 1974 50th Birthday Decorations for Men, Women - Gifts for Women Turning 50-50 Year Old Gifts for Men, Dad, Mom, Husband, Wife - 20 Oz Tumbler","B08R8SW1NM","Kitchen","6145",,"13.98","3","2175","2759","75","1.22","13.98","1","24","34","28","13.98","1","9","10","3","41.94","4.0",,"13.98","0","3","0","2024-03-31"
"NEWELEVEN Leaving Gifts for Colleagues Women Men - Good Luck, New Job Gifts Leaving Presents for Colleagues - Funny, Sorry Your Leaving Gifts for Coworkers, Colleagues, Boss - 20 Oz Tumbler (White)","B08Y8RZRHG","Kitchen","170",,"66.78","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"Gifts For Mum From Daughter, Son - Birthday Gifts For Mum - Mothers Day Gifts For Mum, Wife, Women - Funny Birthday Presents From Daughter, Son, Husband - 20 0z Tumbler","B08ZKX6YK9","Kitchen","253",,,"0","0","0","1","0.4",,"0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2024-03-31"
"NEWELEVEN Dad Gifts from Daughter, Son, Kids, Wife - Birthday Gift for Dad, Husband, Men - Best Present Idea for Father, Husband, Bonus Dad from Daughter, Son, Wife - 20 Oz Tumbler","B08ZKZ1FJK","Kitchen","129244",,"16.99","2551","58650","25589","862","0.67","16.99","16","405","195","175","16.99","3","102","40","35","593.29","4.06",,"16.99","1","25","5","2024-03-31"
"NewEleven Retirement Gifts for Women 2024 - Birthday Gifts for Women Best Friend - Friendship Gifts - Colleagues Leaving Gifts, Farewell Gifts, Goodbye Gift for Women - 12Oz Wine Tumbler","B08ZRWW1W4","Kitchen","106665",,"14.98","3483","79661","18075","992","0.93","14.98","40","763","139","233","14.98","12","183","25","44","704.1","4.44",,"14.98","3","34","4","2024-03-31"
"Aprons For Men With Pockets - Valentines Day Gifts For Him, Men, Dad, Husband, Him - Birthday Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron","B08ZYGT8SH","Apparel","95",,"35.71","0","0","0","1","1.05","36.97","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2024-03-31"
"NEWELEVEN Leaving Gifts for Colleagues Women Men - Good Luck, New Job Gifts Leaving Presents for Colleagues - Funny, Sorry Your Leaving Gifts for Coworkers, Colleagues, Boss - 20 Oz Tumbler (Black)","B092HNBJT6","Kitchen","390",,"37.42","0","0","0","1","0.26","37.42","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2024-03-31"
"Grandad Gifts - Grandad Birthday Gifts - Best Grandad Gifts From Grandchildren - Presents For Grandad, Grandfather, New Grandad, Promoted To Grandad, Grandparents - 20 Oz Tumbler","B094CFGN42","Home","43",,"65.29","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"Retirement Gifts For Women 2021 - Retired Gifts For Women - Female Retirement Gifts - Coworker Leaving Gifts, Farewell Gifts, Goodbye Gift For Women, Colleagues, Coworkers, Friends - 20 Oz Tumble","B095S16WV3","Kitchen","18",,"30.32","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"Retirement Gifts For Men Women 2021 - Retired Gifts For Women, Men - Retirement Party Decorations - Fun Retirement Gifts For Women, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler","B095S1818R","Kitchen","10",,"66.78","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NewEleven Birthday Gifts for Men, Friends - Inspirational Gifts for Men, Dad, Husband, Him, Friend - Thank You Gifts, Appreciation Gifts, Graduation Gifts for Men - 20oz Tumblers","B0978WGWY4","Kitchen","206798",,"14.98","1499","115715","71699","1692","0.82","14.98","12","1020","542","365","14.98","5","239","97","71","1093.54","4.2",,"14.98","1","43","21","2024-03-31"
"Sister Gifts From Sister, Brother - Birthday Gifts For Sister - Funny Best Sister Gifts For Soul Sister, Big Sister, Little Sister, Sister In Law, Bestie, BFF, Women - 20 Oz Tumbler","B0978YSWP3","Kitchen","15",,"68.45","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NewEleven Gifts for Brother - Funny Brother Gifts from Sister, Brother - Birthday Gifts for Him, Brother, Big Brother - Presents for Brothers from Sisters - 20Oz Tumbler","B09792XF8F","Kitchen","26901",,"16.98","161","9429","8139","143","0.53","16.98","1","56","38","44","16.98","1","19","14","8","135.84","5.59",,"16.98","0","0","6","2024-03-31"
"Gifts For Mom From Daughter, Son, Kids - Valentines Day Gifts For Mom, Women, Wife - Funny Best Birthday Gifts Ideas For Mom, Mother, Wife, New Mom, Bonus Mom, Mom To Be, Mother In Law - 20 Oz Tumbler","B097B9H21P","Kitchen","87",,"35.71","0","0","0","1","1.15","35.71","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2024-03-31"
"Gifts For Dad From Daughter, Son, Kids - Birthday Gifts For Dad - Gifts For Husband, Men - Best Dad Bday Present Idea For Father, Bonus Dad, Men, Him From Daughter, Son, Wife - 20 Oz Tumbler","B097B9SY89","Kitchen","52",,"35.71","0","0","0","2","3.85","30.7","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2024-03-31"
"Christmas Gifts For Uncle - Best Uncle Ever Gifts - Funny Uncle Gifts From Niece, Nephew - Uncle Birthday Gifts - Best Gifts For New Uncle, Funcle, Uncle Announcement - 20 Oz Tumbler","B097H6PJCN","Kitchen","9372",,"34.18","0","92","105","52","0.55","34.18","0","1","0","3","18.98","0","1","0","1","18.98","1.92",,"18.98","0","0","0","2024-03-31"
"NEWELEVEN Bride to Be Gifts for Her - Wedding Gifts for Bride - Bridal Shower Gift, Bachelorette Gifts for Bride - Engagement Gifts for Women - Bridal Gifts for Bride to Be, Fiancee - 20 Oz Tumbler","B09B9PKM9M","Kitchen","24168",,"19.98","4157","17322","1550","212","0.88","19.98","38","146","14","62","19.98","12","40","5","8","159.84","3.77",,"19.98","2","4","2","2024-03-31"
"Best Friend Birthday Gifts, Sisters Gifts From Sister - Friendship Gifts For Women - Birthday Gifts For Friends Female, Bff, Besties - 20 Oz Tumbler","B09BZ98BCS","Kitchen","5",,"23.03","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 1","B09DCKFVFK","Kitchen","26",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 9","B09DCL19QV","Kitchen","53",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 2","B09DCL5HRC","Kitchen","34",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 10","B09DCL7BZ9","Kitchen","52",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 4","B09DCLLZBV","Kitchen","63",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 3","B09DCM1Y33","Kitchen","48",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 7","B09DCM3LG9","Kitchen","38",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 6","B09DCM6X1L","Kitchen","52",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 1","B09DCNZLVH","Kitchen","37",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 5","B09DCPFLJH","Kitchen","62",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 17","B09DY4X3CG","Kitchen","40",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 22","B09DY54FRH","Kitchen","31",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 18","B09DY5F64F","Kitchen","56",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 12","B09DY5QQ78","Kitchen","39",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 20","B09DY5RK4W","Kitchen","49",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 19","B09DY5Y566","Kitchen","49",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 15","B09DY61NW3","Kitchen","39",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 10","B09DY69RV7","Kitchen","55",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 30","B09DY6NRKH","Kitchen","51",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 25","B09DY6T6T6","Kitchen","49",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 23","B09DY6VS7F","Kitchen","51",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 10","B09DY6YL89","Kitchen","65",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 27","B09DY6ZD2K","Kitchen","48",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 10","B09DY75YDQ","Kitchen","66",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 26","B09DY76ZW7","Kitchen","73",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 28","B09DY778NC","Kitchen","85",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 21","B09DY7C15G","Kitchen","89",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 24","B09DY7G8DV","Kitchen","123",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 11","B09DY7SQLL","Kitchen","91",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Finally 10","B09DY8XYM3","Kitchen","134",,,"0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"30th Birthday Gifts For Her - 1992 30th Birthday Decorations For Women Her - 30 Year Old Gifts, 30 Birthday Idea Presents For Women, Her, Wife, Daughter, Girlfriend, Friends, Sisters - 20 Oz Tumbler","B09S8KNXQK","Kitchen","23",,"61.15","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"Bird Watching Gifts, Bird Lover Gifts - Bird Gifts For Bird Lovers Men Women - Funny Birding Gifts For Birders, Bird Watchers, Bird Lovers, Men, Women, Friends, Coworkers - 20 Oz Tumbler","B09S9PGL4T","Kitchen","54",,"80.68","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NewEleven Birthday Gifts for Women, Friends - Birthday Gifts for Women – Female Friendship Gifts for Women - Best Presents for Mom, Her, BFF, Bestie - 20 Oz Tumbler","B09TT1GGMM","Kitchen","8028",,"14.98","98","4493","1898","64","0.8","14.98","0","42","14","5","14.98","0","3","0","1","14.98","1.56",,"14.98","0","1","0","2024-03-31"
"Gifts For Men - Fathers Day Giftss, Retirement, 30th 40th 50th 60th 70th 80th Birthday Gifts For Men - Funny Gag Gifts For Husband, Dad, Uncle, Grandpa, Brother, Boss, Coworker - 20Oz Beer Glass","B09V4PBVVB","Kitchen","39",,"22.23","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NewEleven Leaving Gifts for Colleagues Women Men - Good Luck, New Job Gifts, Leaving Presents for Colleagues - Funny, Sorry Your Leaving Gifts for Colleagues, Boss, Friends - 20 Oz Tumbler","B09XDFF8FF","Kitchen","189339",,"19.98","31499","136483","15790","3777","1.99","19.98","549","2811","301","543","19.98","83","392","53","146","2917.08","3.87",,"19.98","20","103","16","2024-03-31"
"Retirement Gifts For Women 2022 - Retired Gifts For Women - Female Retirement Gifts - Coworker Leaving Gifts, Farewell Gifts, Goodbye Gift For Women, Colleagues, Coworkers, Friends - 20 Oz Tumbler","B09XDFLNR8","Kitchen","13",,"35.71","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"Retirement Gifts For Men Women 2023 - Retired Gifts For Men, Women - Retirement Party Decorations - Fun Retirement Gifts For Women, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler","B09XXP5V2W","Kitchen","8399",,"9.99","414","5446","1530","100","1.19","9.99","6","66","17","22","9.99","3","19","0","8","79.92","8.0",,"9.99","1","7","0","2024-03-31"
"Retirement Gifts For Men Women 2022 - Retired Gifts For Women, Men - Retirement Party Decorations - Fun Retirement Gifts For Women, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler (Black)","B09YCTFXYV","Kitchen","13",,"71.5","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler","B09ZYCD6GX","Kitchen","1",,"70.92","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NewEleven Birthday Mum Gifts from Daughter, Son, Kids, Husband - Funny Gifts for Mum, Women, Wife - Birthday Gifts for Mum, Mother, Wife, New Mum, Bonus Mum, Mum to Be - Lavender Candle 8 Oz","B0B1TW5QVP","Home","43711",,"7.99","1094","22038","14402","503","1.15","7.99","13","258","184","182","7.99","3","94","74","35","287.64","6.96",,"7.99","0","22","11","2024-03-31"
"Birthday Gifts for Women - Best Friend Giftss for Women – Female Friendship Gifts, Sisters Gifts from Sister - Mothers Day Gifts, Funny Presents for Mom, Her, BFF, Bestie - 20 Oz Tumbler","B0B28X47J7","Home","1280",,"9.99","111","550","47","6","0.47","6.75","0","1","0","2","6.75","0","0","0","0","0.0","0.0",,,"0","0","0","2024-03-31"
"NewEleven Retirement Gifts For Women 2024 - Happy Retirement Gifts - Coworker Leaving Gifts, Farewell Gifts, Goodbye Gifts For Coworkers, Friends - 12 Oz Tumbler","B0B2WGL9ZW","Kitchen","8",,"36.51","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NEWELEVEN Birthday Gifts for Grandad - Funny Grandpa Birthday Gifts - Best Birthday Gifts for Grandad, Grandfather, New Grandad, Promoted to Grandad from Grandchildren, Grandkids - 20 Oz Tumbler","B0B3J8KS9H","Kitchen","85340",,"14.98","4756","56011","11442","540","0.63","14.98","32","373","79","171","14.98","10","124","22","34","509.32","6.3",,"14.98","1","25","4","2024-03-31"
"NEWELEVEN Leaving Gifts for Colleagues Women Men - Good Luck, New Job Gifts Leaving Presents for Colleagues - Funny, Sorry Your Leaving Gifts for Coworkers, Colleagues, Boss - 20 Oz Tumbler","B0B3J9CRB6","Kitchen","67883",,"17.98","3830","50229","11565","756","1.11","17.98","39","570","123","184","17.98","11","141","27","37","673.26","4.89",,"17.98","4","29","3","2024-03-31"
"Gifts for Mom from Daughter, Son - Birthday Gifts for Mom - Mom Candle Gifts for Mom, Wife, Women - Funny Bday Presents for Mom, New Mom from Daughter, Son, Husband - Lavender Candle 8 Oz","B0B5RJWDFX","Home","29",,"57.26","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"Birthday Gifts For Women - Thank You Gifts, Women Gifts, Graduation Gifts, Inspirational Gifts For Women, Best Friend, Sister, Mom, Wife, Aunt, Her, Daughter, Coworker, Employee - 20 Oz Tumbler","B0B68YP7N8","Kitchen","14",,"70.92","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NewEleven 30th Birthday Gifts For Her - 30th Birthday Decorations For Women Her - 30 Birthday Idea Presents For Women, Her, Wife, Daughter, Girlfriend, Friends, Sisters - 12 Oz Tumbler","B0B69QP6DS","Kitchen","13",,"62.39","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"Gifts For Grandma - Grandma Birthday Gifts - Nana Gifts, Mimi Gifts, Gigi Gifts For Grandma - Best Grandma Gifts From Grandchildren, Grandkids - First Time Grandma, Grammy Gifts - 20 Oz Tumbler","B0B6BTSHMG","Kitchen","14",,"83.91","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"40th Birthday Gifts For Women - Vintage 1982 40th Birthday Decorations For Women, Her - Best 40 Year Old Gifts Ideas For Wife, Mom, Friends, Sister - Turning 40 Presents For Female - 12Oz Wine Tumbler","B0B7M62T24","Kitchen","32",,"66.53","0","0","0","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2024-03-31"
"NewEleven 50th Birthday Gifts For Men Women - 1973 50th Birthday Decorations For Men Women - Gifts For Women Turning 50-50 Year Old Gifts For Men, Women, Mom, Dad, Wife, Husband - 20 Oz Tumbler","B0B7N8PWN3","Kitchen","56",,"31.27","0","0","0","1","1.79","30.7","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2024-03-31"
